source,title,link,Notes,date,Unnamed: 5
AP US,Parkland activists heal over years while pushing gun reform,https://www.apnews.com/article/congress-david-hogg-fort-lauderdale-gun-politics-parkland-florida-school-shooting-b5388b55a4face4f351efc55bfdee943,notes,idate,
AP US,"Arbery trial: Grim photos, police testimony dominate Week 1",https://www.apnews.com/article/racial-injustice-brunswick-georgia-crime-shootings-7503a273057a8a4b11780fd09630e575,notes,idate,
AP US,"More turn to abortion pills by mail, with legality uncertain",https://www.apnews.com/article/coronavirus-pandemic-abortion-texas-covid-19-pandemic-health-13c2fbe3f1de416d88a5ef6d1ca3406e,notes,idate,
AP US,Home for the holidays: Rockefeller tree arrives in NYC,https://www.apnews.com/article/lifestyle-europe-norway-new-york-new-york-city-1d398208d310810fa73c037475656fdb,notes,idate,
AP US,EXPLAINER: Did Rittenhouse lawyers do enough to prevail?,https://www.apnews.com/article/kyle-rittenhouse-racial-injustice-wisconsin-kenosha-shootings-aba42feca5f43ad8bf9ff944034372c6,notes,idate,
AP US,Federal court rejects Oklahoma death row inmates appeal,https://www.apnews.com/article/oklahoma-tulsa-executions-robbery-bdb110507a636ba5dd561a469e4d84d5,notes,idate,
AP US,"John Artis, co-defendant of ‘Hurricane’ Carter, dies at 75",https://www.apnews.com/article/sports-entertainment-bob-dylan-denzel-washington-virginia-e04ee4a6c57cc9f6d82633942a96e99c,notes,idate,
AP Politics,Buttigieg’s star rises as $1T Biden agenda shifts toward him,https://www.apnews.com/article/joe-biden-lifestyle-business-racial-injustice-race-and-ethnicity-cd69c9f2942df561ae0dc1a69ed0c8b7,notes,idate,
AP Politics,Thousands of military families struggle with food insecurity,https://www.apnews.com/article/coronavirus-pandemic-business-united-states-only-on-ap-philanthropy-142728bcb5479fd2de73750e11dbd458,notes,idate,
AP Politics,Sinema’s shift: ‘Prada socialist’ to corporate donor magnet,https://www.apnews.com/article/joe-biden-business-arizona-congress-campaigns-a4dea683b0fabda460e3d6993a46ec8b,notes,idate,
AP Politics,Inside DNC chair’s ‘challenging’ bid to avert midterm defeat,https://www.apnews.com/article/coronavirus-pandemic-jaime-harrison-south-carolina-congress-elections-197d1c896908cebc6f4d8945c0b97fb0,notes,idate,
AP Politics,Biden bill would give local news outlets ‘shot in the arm’ ,https://www.apnews.com/article/joe-biden-business-congress-newspapers-television-604ecdbc81b21c3876ef08d25ebccac4,notes,idate,
AP Politics,"With Dems’ prized bill at stake, a numbers game looms ahead",https://www.apnews.com/article/joe-biden-business-congress-nancy-pelosi-80f7a76da9ca0b42fc1dcdc4cf7dd023,notes,idate,
AP Politics,Harris ends France trip with flowers for 2015 attack victims,https://www.apnews.com/article/kamala-harris-paris-europe-france-f8c7b6ebc9bc51e6d991a0017fdc1ee5,notes,idate,
AP Politics,Bannon indicted on contempt charges for defying 1/6 subpoena,https://www.apnews.com/article/steve-bannon-donald-trump-barack-obama-impeachments-capitol-siege-6fb24a38a419efdc66be3a0388e9fbcc,notes,idate,
Reuters Breaking,"BreakingviewsLordstown has trouble shifting gearsNovember 12, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsCVC spots bargain in fund administration land grabNovember 12, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsToshiba split edges it slowly down the right pathNovember 12, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsAlibaba fails to curb excess in shopping festNovember 12, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsTSMC's global expansion will chip away at its edgeNovember 12, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsElon Musk can afford Biden’s EV snubNovember 11, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsTesla money train enriches more than just CEONovember 11, 2021",https://www.reuters.comNone,notes,idate,
Reuters Breaking,"BreakingviewsDaimler starts engine on truck M&A monster mashupNovember 11, 2021",https://www.reuters.comNone,notes,idate,
Reuters Legal,"United StatesLos Angeles judge terminates Britney Spears conservatorshipNovember 12, 2021",https://www.reuters.com/world/us/los-angeles-judge-terminates-britney-spears-conservatorship-2021-11-12/,notes,idate,
Reuters Legal,"N2:AMEREx-Raiders coach Jon Gruden sues NFL, contends emails 'selectively leaked'November 12, 2021",https://www.reuters.com/legal/litigation/ex-raiders-coach-jon-gruden-sues-nfl-contends-emails-selectively-leaked-2021-11-12/,notes,idate,
Reuters Legal,"United StatesU.S. judge in Rittenhouse trial says jury can consider teen provoked attackNovember 13, 2021",https://www.reuters.com/world/us/judge-rittenhouse-trial-will-not-allow-jury-consider-lesser-charge-shooting-2021-11-12/,notes,idate,
Reuters Legal,"United StatesTrump adviser Bannon charged after defying Capitol riot subpoenaNovember 13, 2021",https://www.reuters.com/world/us/us-justice-department-indicts-bannon-not-complying-with-jan-6-subpoena-2021-11-12/,notes,idate,
Reuters Legal,"BankruptcyBoy Scouts scramble for damage control after 'inflammatory' email to survivorsNovember 12, 2021",https://www.reuters.com/legal/transactional/boy-scouts-scramble-damage-control-after-inflammatory-email-survivors-2021-11-12/,notes,idate,
Reuters Legal,"BankruptcyTrustee green-lights lawsuit against 'Real Housewife' Erika GirardiNovember 12, 2021",https://www.reuters.com/legal/transactional/trustee-green-lights-lawsuit-against-real-housewife-erika-girardi-2021-11-12/,notes,idate,
Reuters Tech,"United States · November 13, 2021 · 6:10 PM UTCU.S. states file updated antitrust complaint against Alphabet's GoogleA group of U.S. states led by Texas have filed an amended complaint against Alphabet Inc's Google accusing the tech giant of using coercive tactics and breaking antitrust laws in its efforts to boost its already dominant advertising business.",https://www.reuters.com/world/us/us-states-file-updated-antitrust-complaint-against-alphabets-google-2021-11-13/,notes,idate,
Reuters Tech,TechnologyChina regulator proposes cybersecurity review for some Hong Kong IPOs10:31 AM UTC,https://www.reuters.com/technology/china-regulator-proposes-cyber-security-review-some-firms-planning-hong-kong-2021-11-14/,notes,idate,
Reuters Tech,"United StatesHackers compromise FBI email system, send thousands of messages9:59 AM UTC",https://www.reuters.com/world/us/hackers-compromise-fbis-external-email-system-bloomberg-news-2021-11-13/,notes,idate,
Reuters Tech,"TechnologyToshiba's top shareholder says undecided whether to support breakupNovember 13, 2021",https://www.reuters.com/technology/toshibas-top-shareholder-says-undecided-whether-support-breakup-2021-11-13/,notes,idate,
Reuters Tech,"TechnologyApple supplier Foxconn cautious on 2022 revenue outlookNovember 12, 2021",https://www.reuters.com/technology/apple-supplier-foxconns-q3-profit-leaps-past-estimates-boosted-by-smartphone-2021-11-12/,notes,idate,
Reuters Tech,"Autos & TransportationMusk sells nearly $7 bln worth of Tesla shares this weekNovember 13, 2021",https://www.reuters.com/business/autos-transportation/teslas-musk-sells-more-shares-after-twitter-vote-2021-11-12/,notes,idate,
Reuters Tech,"Media & TelecomVivendi sees current Telecom Italia CEO as short term solution, sources sayNovember 12, 2021",https://www.reuters.com/business/media-telecom/vivendi-demands-clear-vision-how-address-tims-woes-sources-say-2021-11-12/,notes,idate,
Reuters Tech,"TechnologyTencent asks Douyin to start showing some copyrighted contentNovember 12, 2021",https://www.reuters.com/technology/tencent-asks-douyin-start-showing-some-copyrighted-content-2021-11-12/,notes,idate,
Agriculture Dept,"USDA Urges Communities, Farmers, Ranchers to be Prepared for Severe Weather",/media/press-releases/2022/03/21/usda-urges-communities-farmers-ranchers-be-prepared-severe-weather,,"Mar 21, 2022",
Agriculture Dept,USDA Expands Cooperative Interstate Shipment Program for Meat Processors in Montana,/media/press-releases/2022/03/21/usda-expands-cooperative-interstate-shipment-program-meat,,"Mar 21, 2022",
White House,"Press Briefing by Deputy Press Secretary Chris Meagher and National Security Advisor Jake Sullivan, March 22, ",https://www.whitehouse.gov/briefing-room/press-briefings/2022/03/22/press-briefing-by-deputy-press-secretary-chris-meagher-and-national-security-advisor-jake-sullivan-march-22-2022/,,2022-03-22,
White House,Statement from Press Secretary Jen ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/22/statement-from-press-secretary-jen-psaki-6/,,2022-03-22,
White House,Remarks by President ,https://www.whitehouse.gov/briefing-room/speeches-remarks/2022/03/21/remarks-by-president-biden-before-business-roundtables-ceo-quarterly-meeting/,,2022-03-21,
White House,Press Briefing by Press Secretary Jen ,https://www.whitehouse.gov/briefing-room/press-briefings/2022/03/21/press-briefing-by-press-secretary-jen-psaki-and-deputy-nsa-for-cyber-and-emerging-technologies-anne-neuberger-march-21-2022/,,2022-03-21,
White House,Readout of the Administration’s Briefing of CEOs on Russia’s War against ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/21/readout-of-the-administrations-briefing-of-ceos-on-russias-war-against-ukraine/,,2022-03-21,
White House,Press Release: Nominations Sent to the ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/21/press-release-nominations-sent-to-the-senate-11/,,2022-03-21,
White House,Readout of President Joe ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/21/readout-of-president-joe-bidens-call-with-president-macron-of-france-chancellor-scholz-of-germany-prime-minister-draghi-of-italy-prime-minister-johnson-of-the-united-kingdom/,,2022-03-21,
White House,Statement by President ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/21/statement-by-president-biden-on-our-nations-cybersecurity/,,2022-03-21,
White House,FACT SHEET: Act Now to Protect Against Potential ,https://www.whitehouse.gov/briefing-room/statements-releases/2022/03/21/fact-sheet-act-now-to-protect-against-potential-cyberattacks/,,2022-03-21,
White House,"A Proclamation on National Agriculture Day, ",https://www.whitehouse.gov/briefing-room/presidential-actions/2022/03/21/a-proclamation-on-national-agriculture-day-2022/,,2022-03-21,
Supreme Court,Data List Empty,,,,
Congress,Data List Empty,,,,
IRS,      Tax Time Guide: Electronic tax payment and agreement options available to taxpayers who owe  ,https://www.irs.gov/newsroom/tax-time-guide-electronic-tax-payment-and-agreement-options-available-to-taxpayers-who-owe,"IR-2022-63, March 22, 2022 ― The IRS today reminded taxpayers who have a tax bill that there are several ways to make payments, and there are options for many people who can't pay their tax bill in full by April tax deadline.",,
IRS,      Easy steps to avoid tax return errors that can delay processing or adjust refunds  ,https://www.irs.gov/newsroom/easy-steps-to-avoid-tax-return-errors-that-can-delay-processing-or-adjust-refunds,"IR-2022-62, March 22, 2022 — The Internal Revenue Service today reminded taxpayers how to avoid common errors on their tax returns. This filing season, the IRS is seeing signs of a number of common errors, including some taxpayers claiming incorrect amounts of the Recovery Rebate Credit and Child Tax Credit. ",,
IRS,"      IRS reminds taxpayers they must check a box on Form 1040, 1040-SR or 1040-NR on virtual currency transactions for 2021  ",https://www.irs.gov/newsroom/irs-reminds-taxpayers-they-must-check-a-box-on-form-1040-1040-sr-or-1040-nr-on-virtual-currency-transactions-for-2021,"IR-2022-61, March 18, 2022 — The IRS reminds taxpayers that there is a virtual currency question at the top of Form 1040, Form 1040-SR and Form 1040-NR. It asks: “At any time during 2021, did you receive, sell, exchange, or otherwise dispose of any financial interest in any virtual currency?” ",,
IRS,"      Tax Time Guide: Minimize cyber footprints, protect personal information online  ",https://www.irs.gov/newsroom/tax-time-guide-minimize-cyber-footprints-protect-personal-information-online,"IR-2022-60, March 16, 2022 — The IRS today urged people to stay resolute against ongoing scams and schemes by properly securing computers, tablets and phones.",,
IRS,      IRS Information Technology looking for over 200 technologists to focus on modernization; job openings posted with more to come  ,https://www.irs.gov/newsroom/irs-information-technology-looking-for-over-200-technologists-to-focus-on-modernization-job-openings-posted-with-more-to-come,"IR-2022-59, March 16, 2022 — As part of a larger hiring effort underway, the Internal Revenue Service announced today plans to hire more than 200 additional technologists to help the agency further modernize its technology.
",,
Commerce Dept,"Raimondo, Tai Statements on 232 Tariff Agreement with United Kingdom
",https://www.commcerce.gov/news/press-releases/2022/03/raimondo-tai-statements-232-tariff-agreement-united-kingdom,"Novel Agreement with Critical Trade Partner Showcases Historic Trade Relationship Between the Two Countries and Will Counter Unfair Trade Practices by China That Harm our Industries and Workers Today, United States Secretary of Commerce Gina M. Raimondo and United States Trade Representative Katherine C. Tai announced a new 232 tariff agreement with the United Kingdom to allow historically-based...","March 22, 2022",
Commerce Dept,"Women’s History Month: USPTO Highlights Trailblazing Women Inventors 
",https://www.commcerce.gov/news/blog/2022/03/womens-history-month-uspto-highlights-trailblazing-women-inventors,"In honor of Women’s History Month, and as part of its efforts to protect and promote the ingenuity of American inventors and entrepreneurs, the Department of Commerce’s U.S. Patent and Trademark Office (USPTO) is proud to share some inspiring stories of notable women innovators who have made lasting contributions to our nation’s history, economy, and way of life. We highlight these incredible...","March 22, 2022",
Commerce Dept,"Vice President Harris, Commerce Deputy Secretary Graves Travel to Louisiana to Highlight Historic Broadband Infrastructure Investments Coming to the State
",https://www.commcerce.gov/news/press-releases/2022/03/vice-president-harris-commerce-deputy-secretary-graves-travel-louisiana,"Visit Follows the Announcement of a $29.9 Million Broadband Infrastructure Grant to Serve More Than 22,000 Households in Louisiana On Monday, March 21, Vice President Kamala Harris and Deputy Secretary of Commerce Don Graves traveled to Sunset, Louisiana, to hear directly from Louisianans about the struggles they face due to the stark digital divide and lack of access to fast, affordable, and...","March 21, 2022",
Commerce Dept,"Bipartisan National Security Experts Urge Congress to Pass Competitiveness Legislation to Boost Semiconductor Production and Domestic Manufacturing
",https://www.commcerce.gov/news/press-releases/2022/03/bipartisan-national-security-experts-urge-congress-pass-competitiveness,"On Monday, March 21st, a bipartisan cohort of national security officials urged Congress to swiftly pass legislation revitalizing domestic semiconductor manufacturing, boosting domestic manufacturing, and helping America economically outcompete China and the rest of the world in the 21st century. Joining Commerce Secretary Gina Raimondo and members of Congress from both parties, the officials...","March 21, 2022",
Defense Dept,Data List Empty,,,,
Ed Dept, Biden-Harris Administration Partners with Aspen Institute on Latino Regional Economic Summits to Connect Local Latino Community Members with Federal Leaders and Resources ,/news/press-releases/biden-harris-administration-partners-aspen-institute-latino-regional-economic-summits-connect-local-latino-community-members-federal-leaders-and-resources," The Biden-Harris administration is partnering with the Aspen Institute to jointly host forums in several cities across the country. Titled White House Initiative Latino Economic Summits, the regional forums will highlight the Biden-Harris Administration's commitment to advancing equity and economic empowerment and connect local Latino community members directly with federal leaders and resources. ","March 21, 2022",
Energy Dept,ICYMI: Secretary Granholm Traveled to West Virginia to Highlight Clean Energy Investments in Appalachia,https://www.energy.gov/articles/icymi-secretary-granholm-traveled-west-virginia-highlight-clean-energy-investments,"On Friday, March 18th, U.S. Secretary of Energy Jennifer M. Granholm traveled to Charleston, West Virginia","March 21, 2022",
Energy Dept,DOE Awards $9 Million to Tribal Communities To Enhance Energy Security And Resilience,https://www.energy.gov/articles/doe-awards-9-million-tribal-communities-enhance-energy-security-and-resilience,"Funding will Affect 1,200 Tribal Buildings, Create $48.5 Million in Energy Savings and Support 13 Indian Tribes and Tribal Entities Across the Country","March 21, 2022",
HHS Dept,HHS Distributing an Additional $413 Million in Provider Relief Fund Payments to Health Care Providers Impacted by the COVID-19 Pandemic,https://www.hhs.gov/about/news/2022/03/22/hhs-distributing-additional-413-million-provider-relief-fund-payments-health-care-providers-impacted-by-covid-19-pandemic.html,notes,"March 22, 2022",
HHS Dept,HHS Recognizes One-Year Anniversary of Health Center COVID-19 Vaccine Program to Advance Equity in Pandemic Response,https://www.hhs.gov/about/news/2022/03/21/hhs-recognizes-one-year-anniversary-of-health-center-covid-19-vaccine-program-advance-equity-pandemic-response.html,notes,"March 21, 2022",
Homeland Dept,Data List Empty,,,,
HUD Dept,"HUD Announces $3 Billion to Advance Equitable Disaster Recovery, Build Climate Resilience",https://www.hud.gov/press/press_releases_media_advisories/HUD_No_22_049,notes,"Tuesday, March 22, 2022
HUD Announces $3 Billion to Advance Equitable Disaster Recovery, Build Climate Resilience",
HUD Dept,HUD Charges St. Louis Area Landlord with Sexually Harassing Female Tenant,https://www.hud.gov/press/press_releases_media_advisories/HUD_No_22_048,notes,"Friday, March 18, 2022
HUD Charges St. Louis Area Landlord with Sexually Harassing Female Tenant",
HUD Dept,HUD Announces Disaster Assistance for Maine Disaster Survivors,https://www.hud.gov/press/press_releases_media_advisories/HUD_No_22_047,notes,"Friday, March 18, 2022
HUD Announces Disaster Assistance for Maine Disaster Survivors",
Justice Dept,Former IRS Employee Pleads Guilty to Tax Evasion,https://www.justice.gov/opa/pr/former-irs-employee-pleads-guilty-tax-evasion,notes,"Tuesday, March 22, 2022",
Justice Dept,Notorious Gang Leader and Members of His Enterprise Convicted on Racketeering Charges in the U.S. Virgin Islands,https://www.justice.gov/opa/pr/notorious-gang-leader-and-members-his-enterprise-convicted-racketeering-charges-us-virgin,notes,"Tuesday, March 22, 2022",
Justice Dept,Court Imposes Restrictions on Credit Repair Company to Protect Consumers,https://www.justice.gov/opa/pr/court-imposes-restrictions-credit-repair-company-protect-consumers,notes,"Monday, March 21, 2022",
Justice Dept,Addiction Treatment Facility Operators Sentenced in $112 Million Addiction Treatment Fraud Scheme  ,https://www.justice.gov/opa/pr/addiction-treatment-facility-operators-sentenced-112-million-addiction-treatment-fraud-scheme,notes,"Monday, March 21, 2022",
Justice Dept,UPS to Pay $5.3 Million to Settle False Claims Act Allegations for Falsely Reporting Delivery Times of U.S. Mail Carried Internationally ,https://www.justice.gov/opa/pr/ups-pay-53-million-settle-false-claims-act-allegations-falsely-reporting-delivery-times-us-0,notes,"Monday, March 21, 2022",
Justice Dept,Utah Dentist Found Guilty of Tax Crimes,https://www.justice.gov/opa/pr/utah-dentist-found-guilty-tax-crimes,notes,"Monday, March 21, 2022",
Labor Dept,"US Department of Labor announces $71M available to support employment readiness for American Indians, Alaska Natives, Native Hawaiians","https://www.dol.gov/newsroom/releases/eta/eta20220322
","WASHINGTON – American Indians and Alaska Natives have traditionally faced higher unemployment rates and lower workforce participation, and attained lower levels of education – subjecting them to lower wages, fewer career opportunities and a continued cycle of unemployment and poverty. ","March 22, 2022",
Labor Dept,US Department of Labor issues $167K in penalties to address workplace safety deficiencies after 29-year-old worker’s electrocution at Clinton TVA,"https://www.dol.gov/newsroom/releases/osha/osha20220322-0
","Employers:                William Specialty Services LLC
                                    100 Crescent Centre Parkway, Tucker, GA 30084
 
                                    G UB MK Constructors
                                    297 River Road, Muscle Shoals, AL 35661
 
                                    Tennessee Valley Authority","March 22, 2022",
Labor Dept,Statement from Solicitor of Labor Seema Nanda on amicus brief filed with National Labor Relations Board,"https://www.dol.gov/newsroom/releases/sol/sol20220322
","WASHINGTON – Solicitor of Labor Seema Nanda today issued a statement on the Department of Labor’s filing of an amicus in a case now before the National Labor Relations Board. The brief argues the validity of a confidentiality provision in a mandatory arbitration agreement imposed on employees by Ralph’s Grocery Company.
“Confidentiality agreements pose a direct threat to effective enforcement of the country’s worker protection laws. ","March 22, 2022",
Labor Dept,"US Department of Labor reopens rulemaking record, schedules public hearing on proposed final rule to protect healthcare workers from COVID-19 exposure","https://www.dol.gov/newsroom/releases/osha/osha20220322
",WASHINGTON – The U.S. Department of Labor’s Occupational Safety and Health Administration has reopened the rulemaking record partially and scheduled an informal public hearing to seek comments on specific topics that relate to the development of a final standard to protect healthcare and healthcare support service workers from workplace exposure to the COVID-19 virus.,"March 22, 2022",
Labor Dept,US Department of Labor announces webinar on best practices for increasing competitive integrated employment for people with disabilities,"https://www.dol.gov/newsroom/releases/odep/odep20220321
","WASHINGTON – The U.S. Department of Labor’s Office of Disability Employment Policy today announced a webinar, “How Blended, Braided or Sequenced Funding can Help Drive Employment, Equity and Inclusion,” will be held on March 22 at 3 p.m. EDT, as part of its ongoing efforts to advance competitive integrated employment for people with disabilities.","March 21, 2022",
Labor Dept,"US Department of Labor recovers $108K in back wages, damages for 21 Goose Creek restaurant workers after finding child labor, pay violations","https://www.dol.gov/newsroom/releases/whd/whd20220321
","GOOSE CREEK, SC – A Goose Creek restaurant shortchanged 21 workers and allowed minor-aged employees to work more hours than the law permits, a U.S. Department of Labor investigation has revealed. ","March 21, 2022",
Labor Dept,US Department of Labor cites Massachusetts manufacturer  for safety violations after hot liquid plastic burns worker,"https://www.dol.gov/newsroom/releases/osha/osha20220321
","STERLING, MA – A U.S. Department of Labor investigation found that a plastic packaging manufacturer – with a history of workplace safety and health inspections – could have prevented a worker at its Sterling facility from suffering severe burns if they had complied with OSHA’s requirements for lockout/tagout and provided personal protective equipment.","March 21, 2022",
Labor Dept,"US Department of Labor awards $2.8M in funding to provide employment, training services to combat Ohio’s opioid crisis","https://www.dol.gov/newsroom/releases/eta/eta20220321
","WASHINGTON – With opioid-related overdoses linked to 3,237 deaths in Ohio in 2018, and the state’s neonatal units reporting higher rates of newborns suffering opioid withdrawal, opioid abuse remains a serious health emergency. ","March 21, 2022",
Labor Dept,"US Department of Labor announces proposed rule for modifying procedures to identify, remedy discrimination in federal contracting","https://www.dol.gov/newsroom/releases/ofccp/ofccp20220321
",WASHINGTON – The U.S.,"March 21, 2022",
Transportation Dept,"DBE Community of Practice Training Sessions

",https://www.transportation.gov/newsroom/press-releases,notes,"March 21, 2022",
Treasury Dept,Remarks by Under Secretary for Domestic Finance Nellie Liang to the National Association for Business Economics ,https://home.treasury.gov/news/press-releases/jy0673,notes,"March 22, 2022",
Treasury Dept,Statement by Secretary of the Treasury Janet L. Yellen on SEC Proposal to Enhance and Standardize Climate-Related Disclosures for Investors,https://home.treasury.gov/news/press-releases/jy0672,notes,"March 21, 2022",
Treasury Dept,Remarks by Assistant Secretary for Terrorist Financing and Financial Crimes Elizabeth Rosenberg at the Association of Certified Anti-Money Laundering Specialists (ACAMS) Hollywood Conference,https://home.treasury.gov/news/press-releases/jy0671,notes,"March 21, 2022",
Treasury Dept,READOUT: Under Secretary of the Treasury Brian Nelson’s Visit to the Democratic Republic of the Congo,https://home.treasury.gov/news/press-releases/jy0669,notes,"March 21, 2022",
VA Dept,"Benefits, resources available to Veterans of OIF, Southwest Asia Theater of Operations",https://blogs.va.gov/VAntage/101474/benefits-resources-available-to-veterans-of-oif-southwest-asia-theater-of-operations/,notes,2022-03-22T09:45:12-04:00,
VA Dept,"Provider webinar for Veterans with burn pit, other airborne hazard exposures",https://blogs.va.gov/VAntage/101121/provider-webinar-for-veterans-with-burn-pit-other-airborne-hazard-exposures/,notes,2022-03-10T10:38:40-05:00,
VA Dept,#VeteranOfTheDay Army Veteran Julia Catherine Stimson,https://blogs.va.gov/VAntage/99578/veteranoftheday-army-veteran-julia-catherine-stimson/,notes,2022-03-22T13:51:22-04:00,
VA Dept,Treating Veterans with lingering “Long COVID”,https://blogs.va.gov/VAntage/101240/treating-veterans-with-lingering-long-covid/,notes,2022-03-16T10:11:44-04:00,
VA Dept,Viruses called bacteriophages eat bacteria – and may thereby treat some health problems,https://blogs.va.gov/VAntage/100885/viruses-called-bacteriophages-eat-bacteria-and-may-thereby-treat-some-health-problems/,notes,2022-03-03T13:21:37-05:00,
VA Dept,Live Whole Health #115: Mobility with movement,https://blogs.va.gov/VAntage/101535/live-whole-health-115-mobility-with-movement/,notes,2022-03-18T15:45:09-04:00,
VA Dept,Los Angeles VA cardiologists never miss a heart beat,https://blogs.va.gov/VAntage/101247/los-angeles-va-cardiologists-never-miss-a-heart-beat/,notes,2022-03-16T09:52:42-04:00,
VA Dept,#VeteranOfTheDay Army Air Forces Veteran Gertrude Tompkins Silver,https://blogs.va.gov/VAntage/100774/veteranoftheday-army-air-forces-veteran-gertrude-tompkins-silver/,notes,2022-03-18T14:02:10-04:00,
VA Dept,VA celebrates LGBTQ+ Health Week,https://blogs.va.gov/VAntage/101233/va-celebrates-lgbtq-health-week/,notes,2022-03-16T10:06:25-04:00,
VA Dept,MOH recipient: Get involved in Vietnam Veteran events,https://blogs.va.gov/VAntage/70670/moh-recipient-get-involved-in-vietnam-veteran-events/,notes,2022-01-26T05:53:55-05:00,
VA Dept,"Borne the Battle #273: Navy Veteran Linda Maloney, Author and Entrepreneur",https://blogs.va.gov/VAntage/101506/borne-the-battle-273-navy-veteran-linda-maloney-author-and-entrepreneur/,notes,2022-03-21T13:15:19-04:00,
VA Dept,Fayetteville VA named one of Arkansas’ best hospitals,https://blogs.va.gov/VAntage/101434/fayetteville-va-named-one-of-arkansas-best-hospitals/,notes,2022-03-17T10:07:21-04:00,
National Review,‘Trans Nonbinary Liberation Is Eco-Justice!’,https://www.nationalreview.com/2021/11/trans-nonbinary-liberation-is-eco-justice/,"<div class=""post-list-article__entry"">

								
													
															In Glasgow, the substance of climate-change policy takes a backseat to the most useless kind of boutique social radicalism.									
							</div>",,
National Review,Why Ransomware Attacks Are Here to Stay — and What to Do about It,https://www.nationalreview.com/2021/11/why-ransomware-attacks-are-here-to-stay-and-what-to-do-about-it/,"<div class=""post-list-article__entry"">

								
													
															Considering three ways that the U.S. government can address ransomware and cybercrime.									
							</div>",,
National Review,The Last Thing Policing Needs Is ‘Transformational’ Progressive Change,https://www.nationalreview.com/2021/11/the-last-thing-policing-needs-is-transformational-progressive-change/,"<div class=""post-list-article__entry"">

								
													
															The Biden DOJ’s return to its Obama-era proliferation of civil-rights investigations and consent decrees is about advancing a racially divisive agenda.									
							</div>",,
National Review,Is China Having a ‘Me Too’ Moment?,https://www.nationalreview.com/2021/11/is-china-having-a-me-too-moment/,"<div class=""post-list-article__entry"">

								
													
															Chinese tennis star Peng Shuai has accused a high-profile political figure of sexual coercion. The CCP is trying to cover it up.									
							</div>",,
National Review,How Conservatives Can Seize the Moment on Education,https://www.nationalreview.com/2021/11/how-conservatives-can-seize-the-moment-on-education/,"<div class=""post-list-article__entry"">

								
													
															By focusing on smart, practical, targeted reforms, executed competently, Republican elected officials can make school policy a winning issue.									
							</div>",,
National Review,Inflation: Farewell to Transitory,https://www.nationalreview.com/2021/11/inflation-farewell-to-transitory/,"<div class=""post-list-article__entry"">

								
													
															The week of November 8: inflation, climate, antitrust, and much more.									
							</div>",,
Politico,U.S. Catholic bishops may dodge rebuke of Biden over abortion,https://www.politico.com/news/2021/11/14/catholic-bishops-biden-abortion-522105,"While some bishops have said they would deny Communion to the president, there is no national policy on the matter.
",11/14/21 01:24 PM EST,
Politico,Rep. Schiff: Bannon’s indictment will ‘without a doubt’ lead others to comply with Jan. 6 panel,https://www.politico.com/news/2021/11/14/schiff-bannon-indictment-comply-522016,"“It’s very positive,” the California Democrat said.
",11/14/21 11:41 AM EST,
Politico,"Texas attorney general opposes federal edicts, supports state edicts",https://www.politico.com/news/2021/11/14/paxton-texas-mandates-wallace-521984,"Ken Paxton got a bit tangled up discussing the president’s mandates in an interview with Chris Wallace.
",11/14/21 11:02 AM EST,
Politico,Sen. Barrasso declines to condemn Trump over Pence remarks,https://www.politico.com/news/2021/11/14/barrasso-trump-hang-pence-521960,"The Wyoming Republican called the former president “an enduring force”
",11/14/21 10:12 AM EST,
Politico,"Will inflation ease by next November? That depends on Covid, Yellen says ",https://www.politico.com/news/2021/11/14/inflation-yellen-covid-midterms-521951,"“The pandemic has been calling the shots for the economy and for inflation,” Janet Yellen said.
",11/14/21 10:02 AM EST,
Politico,Schumer shakes up schedule as reconciliation bill slog continues ,https://www.politico.com/news/2021/11/14/schumer-schedule-reconciliation-bill-521931,"The Biden White House’s social spending plan will probably have to wait some more.
",11/14/21 09:15 AM EST,
Politico,Power moves: Samantha Power’s celebrity draws spotlight to USAID — and questions about her future,https://www.politico.com/news/2021/11/14/samantha-power-usaid-future-515606,"The longtime human rights crusader is energizing an agency few Americans know about, while fueling speculation about her next step.
",11/14/21 08:46 AM EST,
Politico,Pope: The poor are often victims of injustice,https://www.politico.com/news/2021/11/14/pope-francis-poor-injustice-521896,"He celebrated Sunday Mass in St. Peter’s Basilica attended by 2,000 indigent people.
",11/14/21 07:44 AM EST,
CFR,What Xi Jinping’s Elevated Status Signals for Chinese Foreign Policy,http://www.cfr.org/in-brief/what-xi-jinpings-elevated-status-signals-chinese-foreign-policy,notes,idate,
